StockCode,avgPrice,totalQty,totalSales,mainCountry,Description,firstPurchase,lastPurchase,frequency,uniqueCustomers,Recency,Monetary
35004P,5.45,1,5.45,United Kingdom,SET OF 3 PINK FLYING DUCKS,2010-12-10 13:27:00,2010-12-10 13:27:00,1,1,363,5.45
35095A,0.42,811,293.82,United Kingdom,BLUE VICTORIAN FABRIC OVAL BOX,2011-01-18 16:45:00,2011-12-06 14:35:00,34,29,2,293.82
35095B,0.42,772,277.44,United Kingdom,RED VICTORIAN FABRIC OVAL BOX,2010-12-13 15:56:00,2011-12-06 14:35:00,41,36,2,277.44
35271S,0.19,19,3.61,United Kingdom,GOLD PRINT PAPER BAG,2010-12-01 17:35:00,2010-12-02 13:49:00,2,2,371,3.61
35471D,0.47,1668,695.46,United Kingdom,SET OF 3 BIRD LIGHT PINK FEATHER ,2010-12-05 12:42:00,2011-12-09 11:20:00,148,114,0,695.46
35591T,1.25,5,6.25,United Kingdom,TURQUOISE CHRISTMAS TREE ,2010-12-01 11:57:00,2011-11-20 12:36:00,4,4,19,6.25
35597A,1.25,1,1.25,United Kingdom,DUSTY PINK CHRISTMAS TREE 30CM,2010-12-06 12:15:00,2010-12-06 12:15:00,1,1,368,1.25
35597B,1.25,1,1.25,United Kingdom,BLACKCHRISTMAS TREE 30CM,2010-12-06 12:15:00,2010-12-06 12:15:00,1,1,368,1.25
35597D,0.38,46,17.48,United Kingdom,PINK/WHITE CHRISTMAS TREE 30CM,2011-08-16 10:50:00,2011-09-01 16:45:00,2,2,98,17.48
35598A,2.95,9,26.55,United Kingdom,DUSTY PINK CHRISTMAS TREE 60CM,2011-11-16 13:40:00,2011-11-20 15:00:00,2,2,18,26.55
35598B,1.28,554,433.7,United Kingdom,BLACK CHRISTMAS TREE 60CM,2010-12-01 15:37:00,2011-11-30 17:22:00,22,20,8,433.7
35598C,2.95,2,5.9,United Kingdom,WHITE CHRISTMAS TREE 60CM,2011-11-13 16:22:00,2011-11-24 12:25:00,2,2,15,5.9
35598D,0.75,660,433.22,United Kingdom,PINK/WHITE CHRISTMAS TREE 60CM,2010-12-01 15:37:00,2011-12-04 12:14:00,24,23,5,433.22
35599B,3.03,209,503.85,United Kingdom,BLACK CHRISTMAS TREE 120CM,2010-12-15 12:30:00,2011-12-04 12:14:00,23,19,5,503.85
35599D,2.57,186,465.38,United Kingdom,PINK AND WHITE CHRISTMAS TREE 120CM,2011-05-06 09:00:00,2011-12-04 12:14:00,19,17,5,465.38
35607A,0.19,24,4.56,United Kingdom,PINK FLUFFY CHRISTMAS DECORATION,2010-12-16 17:53:00,2010-12-16 17:53:00,1,1,357,4.56
35607B,0.19,96,18.24,United Kingdom,BLACK FEATHER CHRISTMAS DECORATION,2011-03-06 12:46:00,2011-09-15 12:16:00,7,7,85,18.24
35610A,1.25,8,10.0,United Kingdom,PINK CHRISTMAS FLOCK DROPLET ,2010-12-15 12:01:00,2010-12-15 12:01:00,1,1,359,10.0
35610B,1.25,24,30.0,United Kingdom,BLACK CHRISTMAS FLOCK DROPLET ,2010-12-13 09:52:00,2010-12-13 09:52:00,1,1,361,30.0
35610C,1.25,24,30.0,United Kingdom,WHITE CHRISTMAS FLOCK DROPLET ,2010-12-13 09:52:00,2010-12-13 09:52:00,1,1,361,30.0
35637A,2.62,166,363.7,United Kingdom,IVORY STRING CURTAIN WITH POLE ,2011-02-15 13:19:00,2011-11-27 13:49:00,24,23,11,363.7
35637C,2.52,28,62.6,United Kingdom,PINK STRING CURTAIN WITH POLE,2011-02-23 09:44:00,2011-11-27 13:49:00,7,7,11,62.6
35638A,3.55,38,82.1,United Kingdom,PINK AND BLACK STRING CURTAIN,2011-02-20 15:06:00,2011-11-20 14:01:00,5,5,18,82.1
35638B,1.95,56,109.2,United Kingdom,PINK/BLUE STRING CURTAIN ,2011-07-21 17:26:00,2011-11-20 14:01:00,4,4,18,109.2
35809A,1.1,389,374.94,United Kingdom,ENAMEL PINK TEA CONTAINER,2010-12-16 17:29:00,2011-06-08 10:45:00,42,37,184,374.94
35809B,1.68,8,9.18,United Kingdom,ENAMEL BLUE RIM TEA CONTAINER,2011-04-04 11:28:00,2011-04-11 14:11:00,3,3,241,9.18
35810A,1.02,603,546.21,United Kingdom,ENAMEL PINK COFFEE CONTAINER,2010-12-16 17:29:00,2011-10-30 13:06:00,54,46,39,546.21
35810B,1.19,147,155.03,United Kingdom,ENAMEL BLUE RIM COFFEE CONTAINER,2010-12-05 10:36:00,2011-11-30 14:03:00,21,18,8,155.03
35815P,0.72,162,63.28,United Kingdom,"ACRYLIC JEWEL SNOWFLAKE, PINK",2011-02-07 14:53:00,2011-09-26 10:57:00,5,5,74,63.28
35816P,0.38,78,29.64,United Kingdom,"ACRYLIC JEWEL ANGEL,PINK",2011-08-12 12:37:00,2011-08-16 13:12:00,2,2,114,29.64
35817P,1.46,18,19.86,United Kingdom,"ACRYLIC JEWEL SNOWFLAKE,PINK",2010-12-15 12:01:00,2011-08-12 12:37:00,2,2,119,19.86
35818B,0.38,31,11.78,United Kingdom,"ACRYLIC JEWEL ICICLE, BLUE",2011-08-16 13:12:00,2011-11-01 14:29:00,3,3,37,11.78
35818P,0.38,264,100.32,United Kingdom,"ACRYLIC JEWEL ICICLE, PINK",2011-06-06 16:41:00,2011-12-05 13:14:00,18,15,3,100.32
35819B,0.38,268,101.84,United Kingdom,"ACRYLIC HANGING JEWEL,BLUE",2011-08-30 16:43:00,2011-11-30 15:58:00,27,19,8,101.84
35819P,0.5,95,66.55,United Kingdom,"ACRYLIC HANGING JEWEL,PINK",2011-09-16 13:13:00,2011-11-13 16:13:00,7,7,25,66.55
35833P,1.25,37,46.25,United Kingdom,4 PINK FLOCK CHRISTMAS BALLS,2010-12-08 15:12:00,2011-11-24 15:02:00,12,8,14,46.25
35909A,2.95,8,23.6,United Kingdom,RABBIT EASTER DECORATION,2011-01-05 15:56:00,2011-04-26 13:05:00,3,3,226,23.6
35909B,2.95,8,23.6,United Kingdom,PINK FLOWERS RABBIT EASTER,2011-02-14 14:13:00,2011-06-14 13:15:00,2,2,177,23.6
35910A,1.95,20,39.0,United Kingdom,MULTICOLOUR EASTER RABBIT ,2011-01-05 15:56:00,2011-03-28 14:07:00,4,4,255,39.0
35910B,1.95,13,25.35,United Kingdom,PINK FLOWERS RABBIT EASTER,2011-03-18 14:20:00,2011-11-06 12:25:00,3,3,33,25.35
35911A,1.1,205,194.15,United Kingdom,MULTICOLOUR RABBIT EGG WARMER,2010-12-16 11:53:00,2011-11-04 15:18:00,25,23,34,194.15
35911B,2.1,17,35.7,United Kingdom,PINK/FLOWER RABBIT EGG WARMER ,2011-01-05 12:15:00,2011-02-16 14:27:00,4,4,295,35.7
35912B,1.23,249,283.89,United Kingdom,WHITE/PINK CHICK DECORATION,2011-01-13 10:39:00,2011-10-30 11:09:00,18,15,40,283.89
35913B,0.85,35,29.75,United Kingdom,WHITE/PINK CHICK EASTER DECORATION,2011-01-25 13:15:00,2011-11-06 12:25:00,10,8,33,29.75
35915B,1.65,91,150.15,United Kingdom,BLUE KNITTED HEN ,2010-12-10 11:33:00,2011-03-28 14:59:00,14,14,255,150.15
35915C,1.65,49,80.85,United Kingdom,PEACH KNITTED HEN ,2011-01-31 14:18:00,2011-04-06 10:20:00,8,8,247,80.85
35916A,0.85,20,17.0,United Kingdom,YELLOW FELT HANGING HEART W FLOWER,2011-03-07 13:51:00,2011-08-21 12:36:00,3,3,110,17.0
35916B,0.85,6,5.1,United Kingdom,BLUE FELT HANGING HEART WITH FLOWER,2011-08-21 12:36:00,2011-08-21 12:36:00,1,1,110,5.1
35916C,0.85,54,45.9,United Kingdom,PINK FELT HANGING HEART W FLOWER,2011-03-01 09:33:00,2011-08-21 12:36:00,5,5,110,45.9
37379A,1.25,6,7.5,United Kingdom,PINK CHERRY BLOSSOM CUP & SAUCER,2011-01-19 15:20:00,2011-01-19 15:20:00,1,1,323,7.5
37444A,0.87,49,31.91,United Kingdom,YELLOW BREAKFAST CUP AND SAUCER,2010-12-01 09:41:00,2011-07-13 12:06:00,16,9,149,31.91
37444B,2.95,4,11.8,United Kingdom,BLUE BREAKFAST CUP AND SAUCER ,2010-12-09 14:15:00,2011-03-28 12:23:00,3,2,256,11.8
37444C,1.24,21,31.23,United Kingdom,PINK BREAKFAST CUP AND SAUCER ,2010-12-01 09:41:00,2011-03-28 12:23:00,9,5,256,31.23
37462E,0.25,27,5.59,United Kingdom,"PET MUG, GOLDFISH",2011-02-02 17:06:00,2011-11-28 14:12:00,4,4,10,5.59
37479B,0.9,127,60.33,United Kingdom,CUBIC MUG FLOCK BLUE ON BROWN,2010-12-06 11:01:00,2011-06-15 13:35:00,17,16,176,60.33
37479P,0.58,130,57.18,United Kingdom,CUBIC MUG FLOCK PINK ON BROWN,2010-12-07 12:29:00,2011-11-08 12:25:00,23,15,31,57.18
37482P,0.62,489,220.95,United Kingdom,CUBIC MUG PINK POLKADOT,2010-12-06 11:01:00,2011-04-13 11:48:00,37,30,240,220.95
37487B,0.29,68,19.72,United Kingdom,YELLOW/ORANGE FLOWER DESIGN PLATE,2011-04-11 11:51:00,2011-04-13 11:48:00,2,2,240,19.72
37488A,0.39,28,10.92,United Kingdom,YELLOW PINK FLOWER DESIGN BIG BOWL,2011-03-20 13:28:00,2011-04-13 11:48:00,3,3,240,10.92
37489A,0.49,33,14.43,United Kingdom,YELLOW/PINK FLOWER DESIGN BIG MUG,2010-12-03 12:24:00,2011-11-21 11:55:00,15,14,18,14.43
37489B,0.65,31,16.77,United Kingdom,BLUE/YELLOW FLOWER DESIGN BIG MUG,2010-12-03 12:24:00,2011-11-21 11:55:00,12,12,18,16.77
37489C,0.78,23,13.65,United Kingdom,GREEN/BLUE FLOWER DESIGN BIG MUG,2010-12-03 12:24:00,2011-09-14 16:36:00,8,8,85,13.65
37489D,0.48,40,17.16,United Kingdom,PINK/GREEN FLOWER DESIGN BIG MUG,2010-12-03 12:24:00,2011-12-05 12:46:00,17,16,4,17.16
37491B,1.65,4,6.6,United Kingdom,BLUE/YELLOW CERAMIC CANDLE HOLDER,2011-07-18 13:33:00,2011-07-18 13:33:00,1,1,143,6.6
37491C,1.65,8,13.2,United Kingdom,GREEN/BLUE CERAMIC CANDLE HOLDER,2011-07-18 13:33:00,2011-07-18 13:33:00,1,1,143,13.2
37491D,1.65,2,3.3,United Kingdom,PURPLE/BLUE CERAMIC CANDLE HOLDER,2011-07-18 13:33:00,2011-07-18 13:33:00,1,1,143,3.3
40005B,0.85,12,10.2,United Kingdom,BLUE ORGANDY ROUND LAMPSHADE W BEA,2010-12-06 13:47:00,2011-11-22 13:11:00,4,4,16,10.2
40046A,1.25,50,62.5,United Kingdom,RED DAISY PAPER LAMPSHADE,2011-01-21 15:56:00,2011-10-17 12:33:00,6,6,53,62.5
44089A,0.42,15,6.3,United Kingdom,PINK GAUZE BUTTERFLY LAMPSHADE,2011-02-02 14:37:00,2011-11-27 13:26:00,4,4,11,6.3
44089C,0.42,24,10.08,United Kingdom,LILAC GAUZE BUTTERFLY LAMPSHADE,2011-02-13 13:52:00,2011-09-23 13:12:00,6,6,76,10.08
44091A,0.42,9,3.78,United Kingdom,BLUE CRUSOE CHECK LAMPSHADE,2011-01-10 14:57:00,2011-07-20 11:38:00,3,3,142,3.78
44092B,0.85,14,11.9,United Kingdom,BLUE WHITE PLASTIC RINGS LAMPSHADE,2011-02-20 14:08:00,2011-09-05 15:19:00,5,4,94,11.9
44092C,0.85,20,17.0,United Kingdom,PURPLE/COPPER HANGING LAMPSHADE,2011-02-20 14:08:00,2011-10-20 12:34:00,8,5,50,17.0
44242A,0.79,12,9.48,United Kingdom,LILAC FEATHERS CURTAIN,2011-07-10 15:17:00,2011-07-10 15:17:00,1,1,151,9.48
44242B,0.94,52,50.28,Germany,PINK FEATHERS CURTAIN,2011-04-14 13:59:00,2011-09-26 16:59:00,3,3,73,50.28
46000M,1.55,1008,1562.4,United Kingdom,POLYESTER FILLER PAD 45x45cm,2010-12-01 12:35:00,2011-12-07 14:12:00,134,92,1,1562.4
46000P,4.25,17,72.25,United Kingdom,POLYESTER FILLER PAD 65CMx65CM,2010-12-06 13:34:00,2011-09-04 14:36:00,5,5,95,72.25
46000R,1.45,101,146.45,United Kingdom,POLYESTER FILLER PAD 45x30cm,2010-12-01 14:41:00,2011-12-07 14:12:00,37,22,1,146.45
46000S,1.45,1551,2248.95,United Kingdom,POLYESTER FILLER PAD 40x40cm,2010-12-01 14:41:00,2011-12-08 15:29:00,182,128,0,2248.95
46000U,1.25,107,133.75,United Kingdom,POLYESTER FILLER PAD 30CMx30CM,2010-12-17 16:00:00,2011-12-04 12:17:00,26,16,5,133.75
46115B,0.19,12,2.28,United Kingdom,GREEN POP ART MAO CUSHION COVER ,2010-12-06 14:36:00,2011-03-04 14:28:00,2,1,279,2.28
46126A,1.25,48,60.0,United Kingdom,ELVIS WALLHANGING / CURTAIN,2011-03-21 11:49:00,2011-05-18 11:08:00,6,5,205,60.0
46138B,1.03,43,43.15,United Kingdom,BLUE CHENILLE SHAGGY CUSHION COVER ,2010-12-23 16:06:00,2011-11-13 15:58:00,12,8,25,43.15
46775D,16.95,24,406.8,United Kingdom,SUNSET COLOUR CHUNKY KNITTED THROW,2011-01-24 13:06:00,2011-12-05 11:01:00,13,12,4,406.8
46776A,4.95,14,69.3,United Kingdom,WOVEN BUBBLE GUM CUSHION COVER,2011-04-15 09:27:00,2011-11-08 17:09:00,6,6,30,69.3
46776B,4.95,15,74.25,United Kingdom,WOVEN BERRIES CUSHION COVER ,2011-02-22 13:20:00,2011-12-06 12:26:00,7,6,3,74.25
46776C,4.95,11,54.45,United Kingdom,WOVEN FROST CUSHION COVER,2011-03-03 12:41:00,2011-12-02 11:12:00,6,6,7,54.45
46776D,4.95,12,59.4,United Kingdom,WOVEN SUNSET CUSHION COVER ,2011-04-15 09:27:00,2011-09-18 11:58:00,3,3,82,59.4
46776E,4.95,14,69.3,United Kingdom,WOVEN CANDY CUSHION COVER ,2011-03-18 14:51:00,2011-11-28 12:44:00,5,5,11,69.3
46776F,4.95,19,94.05,United Kingdom,WOVEN ROSE GARDEN CUSHION COVER ,2011-04-15 09:27:00,2011-12-02 11:12:00,8,6,7,94.05
47013A,0.2,14,3.04,United Kingdom,WINE BOTTLE DRESSING LT.BLUE,2011-03-17 15:47:00,2011-04-19 14:23:00,4,4,233,3.04
47013C,0.14,43,5.5,United Kingdom,WINE BOTTLE DRESSING DARK BLUE,2011-03-24 13:04:00,2011-06-20 17:14:00,7,7,171,5.5
47021G,0.62,518,230.4,United Kingdom,SET/6 BEAD COASTERS GAUZE BAG GOLD,2010-12-02 19:59:00,2011-06-23 09:14:00,15,12,169,230.4
47310M,1.33,265,326.73,United Kingdom,"SMALL POP BOX,FUNKY MONKEY",2010-12-05 11:49:00,2011-12-06 12:59:00,48,23,2,326.73
47341A,1.75,27,38.75,United Kingdom,FUSCHIA TABLE RUN FLOWER ,2011-02-17 14:51:00,2011-06-08 10:45:00,5,5,184,38.75
47341B,1.25,45,56.25,United Kingdom,BLUE TABLE RUN FLOWER,2011-04-27 12:08:00,2011-11-30 17:37:00,11,11,8,56.25
47343A,0.97,159,145.17,United Kingdom,FUSCHIA FLOWER PURSE WITH BEADS,2010-12-03 15:05:00,2011-08-07 15:52:00,14,13,123,145.17
47344B,0.97,44,43.66,United Kingdom,BLUE FLOWER DES PURSE,2011-03-20 15:21:00,2011-06-02 09:37:00,6,6,190,43.66
47348A,0.7,97,50.31,United Kingdom,FUSCHIA VOILE POINTY SHOE DEC,2010-12-08 12:06:00,2011-09-01 17:14:00,15,11,98,50.31
47351B,2.91,86,234.5,United Kingdom,BLUE  VOILE LAMPSHADE,2011-01-07 12:28:00,2011-11-06 13:00:00,9,7,32,234.5
47367B,3.68,57,194.55,United Kingdom,PAIR PADDED HANGERS PINK CHECK,2010-12-05 14:17:00,2011-10-26 12:14:00,11,11,44,194.55
47369A,2.95,8,23.6,United Kingdom,PINK GREEN EMBROIDERY COSMETIC BAG,2010-12-05 14:17:00,2011-11-14 14:39:00,6,6,24,23.6
47369B,3.9,3,11.69,United Kingdom,BLUE GREEN EMBROIDERY COSMETIC BAG,2010-12-05 14:17:00,2011-11-28 15:54:00,3,3,10,11.69
47503A,0.5,2754,1261.69,United Kingdom,ASS FLORAL PRINT MULTI SCREWDRIVER,2010-12-14 12:59:00,2011-11-28 12:14:00,168,123,11,1261.69
47503H,1.14,96,92.08,United Kingdom,ASS FLORAL PRINT SPIRIT LEVEL ,2010-12-03 14:54:00,2011-12-07 12:41:00,36,30,2,92.08
47503J,7.95,1,7.95,United Kingdom,SET/3 FLORAL GARDEN TOOLS IN BAG,2010-12-03 12:24:00,2010-12-03 12:24:00,1,1,371,7.95
47504H,1.24,948,860.88,United Kingdom,ENGLISH ROSE SPIRIT LEVEL ,2010-12-01 12:49:00,2011-12-09 08:48:00,92,68,0,860.88
47504K,1.09,1958,1826.78,United Kingdom,ENGLISH ROSE GARDEN SECATEURS,2010-12-03 12:24:00,2011-11-09 16:33:00,179,141,29,1826.78
47518F,0.14,827,113.64,United Kingdom,ICON PLACEMAT POP ART ELVIS,2011-01-06 15:29:00,2011-11-29 12:09:00,28,19,10,113.64
47556B,2.33,2600,6045.0,United Kingdom,TEA TIME TEA TOWELS ,2011-01-11 12:57:00,2011-04-18 13:20:00,2,1,234,6045.0
47559B,1.28,2004,2416.67,United Kingdom,TEA TIME OVEN GLOVE,2010-12-02 18:08:00,2011-12-09 08:48:00,246,152,0,2416.67
47563A,1.3,199,251.25,United Kingdom,RETRO LONGBOARD IRONING BOARD COVER,2010-12-01 12:31:00,2011-12-08 12:07:00,46,31,1,251.25
47566B,4.86,2291,10445.25,United Kingdom,TEA TIME PARTY BUNTING,2010-12-02 11:41:00,2011-12-04 13:20:00,317,192,4,10445.25
47567B,5.95,592,3289.72,United Kingdom,TEA TIME KITCHEN APRON,2010-12-02 08:52:00,2011-12-05 17:17:00,128,81,3,3289.72
47570B,10.4,180,1642.68,United Kingdom,TEA TIME TABLE CLOTH,2010-12-01 11:21:00,2011-03-29 15:18:00,26,23,254,1642.68
47574A,1.22,423,366.25,United Kingdom,ENGLISH ROSE SCENTED HANGING FLOWER,2010-12-07 09:13:00,2011-10-07 15:45:00,52,36,62,366.25
47574B,4.25,4,17.0,United Kingdom,ENGLISH ROSE SCENTED HANGING HEART,2011-05-15 16:02:00,2011-05-18 12:37:00,2,2,205,17.0
47578A,0.85,198,168.3,United Kingdom,ENGLISH ROSE SMALL SCENTED FLOWER,2010-12-09 16:57:00,2011-12-04 13:45:00,31,26,4,168.3
47585A,3.75,102,382.5,United Kingdom,PINK FAIRY CAKE CUSHION COVER,2010-12-23 16:06:00,2011-12-01 13:08:00,27,23,7,382.5
47586A,2.55,21,53.55,United Kingdom,PINK FAIRY CAKE CUSHION COVER,2010-12-06 14:08:00,2011-11-23 10:09:00,8,7,16,53.55
47590A,5.47,1950,10107.52,United Kingdom,BLUE HAPPY BIRTHDAY BUNTING,2010-12-02 11:41:00,2011-12-02 13:54:00,356,228,6,10107.52
47590B,5.41,2287,11688.15,United Kingdom,PINK HAPPY BIRTHDAY BUNTING,2010-12-02 11:41:00,2011-12-07 13:23:00,363,238,1,11688.15
47591B,1.65,38,62.7,United Kingdom,SCOTTIES CHILDRENS APRON,2010-12-01 16:57:00,2011-01-24 11:35:00,10,9,319,62.7
47591D,1.97,3144,5823.36,United Kingdom,PINK FAIRY CAKE CHILDRENS APRON,2010-12-02 12:16:00,2011-12-08 13:46:00,401,250,0,5823.36
47593A,0.59,33,14.37,United Kingdom,CAROUSEL PONIES BABY BIB,2010-12-12 12:08:00,2011-03-29 16:05:00,13,10,254,14.37
47593B,0.49,1663,676.39,United Kingdom,SCOTTIE DOGS BABY BIB,2010-12-05 13:55:00,2011-12-07 15:16:00,96,68,1,676.39
47594A,1.95,52,101.4,United Kingdom,CAROUSEL DESIGN WASHBAG,2010-12-06 11:26:00,2011-11-24 13:06:00,26,26,14,101.4
47594B,1.95,91,177.45,United Kingdom,SCOTTIES DESIGN WASHBAG,2010-12-15 16:21:00,2011-11-08 10:44:00,30,26,31,177.45
47599A,2.07,2409,4481.62,United Kingdom,PINK PARTY BAGS,2010-12-01 12:49:00,2011-12-02 16:04:00,146,102,6,4481.62
47599B,2.08,1451,2728.94,United Kingdom,BLUE PARTY BAGS ,2010-12-01 12:49:00,2011-12-02 16:04:00,108,69,6,2728.94
48173C,7.75,1787,9822.2,United Kingdom,DOORMAT BLACK FLOCK ,2010-12-01 12:23:00,2011-12-06 09:56:00,176,105,3,9822.2
51014A,0.51,3621,1777.61,United Kingdom,"FEATHER PEN,HOT PINK",2010-12-01 14:54:00,2011-12-08 09:47:00,161,106,1,1777.61
51014C,0.54,2462,1180.26,United Kingdom,"FEATHER PEN,COAL BLACK",2010-12-01 14:54:00,2011-12-08 19:28:00,113,71,0,1180.26
51014L,0.54,1936,951.54,United Kingdom,"FEATHER PEN,LIGHT PINK",2010-12-01 14:54:00,2011-12-05 17:17:00,107,72,3,951.54
51020A,0.56,325,116.33,United Kingdom,SUMMER FUN DESIGN SHOWER CAP,2010-12-05 15:12:00,2011-04-27 11:26:00,18,16,226,116.33
51020B,0.67,197,70.57,United Kingdom,STRIPY DESIGN SHOWER CAP,2010-12-05 15:12:00,2011-04-27 11:26:00,15,13,226,70.57
62043B,0.83,17,14.11,United Kingdom,BLUE CHECK BAG W HANDLE 34X20CM,2011-04-27 12:08:00,2011-05-19 10:20:00,5,5,204,14.11
62074B,0.42,16,6.72,United Kingdom,ELEPHANT CLIP W SUCTION CUP,2011-01-31 16:02:00,2011-07-12 15:29:00,4,4,149,6.72
62086A,1.95,86,167.7,United Kingdom,PINK RETRO BIG FLOWER BAG,2011-01-13 09:23:00,2011-06-23 14:11:00,13,13,168,167.7
62094B,2.55,13,33.15,Spain,TURQ ICE CREAM BUM BAG ,2010-12-14 14:40:00,2011-01-27 11:05:00,3,2,316,33.15
62096A,1.25,106,132.5,United Kingdom,PINK/YELLOW FLOWERS HANDBAG,2010-12-02 09:43:00,2011-02-24 14:32:00,8,7,287,132.5
62096B,1.25,2,2.5,United Kingdom,PURPLE/TURQ FLOWERS HANDBAG,2011-03-07 14:51:00,2011-03-07 14:51:00,1,1,276,2.5
62097B,0.83,9,7.47,United Kingdom,BLUE STRIPES SHOULDER BAG,2011-04-27 12:08:00,2011-05-23 11:52:00,3,2,200,7.47
71101E,0.83,348,280.2,United Kingdom,STANDING FAIRY POLE SUPPORT ,2011-01-23 12:08:00,2011-11-21 12:40:00,23,17,18,280.2
71406C,0.42,138,57.96,United Kingdom,BLACK ORANGE SQUEEZER,2010-12-01 12:43:00,2011-11-29 17:52:00,21,13,9,57.96
71495A,0.36,96,34.56,United Kingdom,CD WALL TIDY BLUE OFFICE,2011-04-27 14:26:00,2011-11-24 12:33:00,2,2,15,34.56
71495B,0.38,160,58.56,United Kingdom,CD WALL TIDY RED FLOWERS,2010-12-08 13:53:00,2011-11-24 12:33:00,5,4,15,58.56
71496A,0.55,114,61.86,United Kingdom,A4 WALL TIDY BLUE OFFICE,2010-12-08 13:53:00,2011-11-02 14:31:00,5,5,36,61.86
71496B,0.56,13,7.37,United Kingdom,A4 WALL TIDY RED FLOWERS,2011-01-31 12:21:00,2011-11-02 14:31:00,4,4,36,7.37
72024U,0.21,72,15.12,United Kingdom,LILAC VOTIVE CANDLE,2011-04-26 09:44:00,2011-06-27 12:49:00,3,3,165,15.12
72051S,0.42,46,19.32,United Kingdom,BAG OF SILVER STONES,2010-12-05 13:00:00,2011-04-13 12:57:00,6,5,239,19.32
72140E,0.85,31,26.35,United Kingdom,BEST DAD CANDLE LETTERS,2011-02-27 10:13:00,2011-10-16 11:06:00,8,8,54,26.35
72225C,0.28,600,158.64,United Kingdom,LAVENDER SCENT CAKE CANDLE,2010-12-20 16:08:00,2011-11-29 09:48:00,16,12,10,158.64
72349B,2.08,689,1318.98,United Kingdom,SET/6 PURPLE BUTTERFLY T-LIGHTS,2010-12-05 11:57:00,2011-12-08 14:58:00,95,51,0,1318.98
72351A,2.08,1248,2414.16,United Kingdom,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2010-12-05 12:43:00,2011-12-08 12:07:00,139,78,1,2414.16
72351B,2.07,2060,3860.24,United Kingdom,SET/6 PINK  BUTTERFLY T-LIGHTS,2010-12-06 12:34:00,2011-12-07 13:53:00,159,87,1,3860.24
72369A,1.25,28,35.0,United Kingdom,PINK CLEAR GLASS CANDLE PLATE,2011-06-21 15:41:00,2011-11-28 13:37:00,4,3,10,35.0
72760B,9.89,386,3677.18,United Kingdom,VINTAGE CREAM 3 BASKET CAKE STAND,2010-12-02 09:29:00,2011-12-09 08:48:00,136,104,0,3677.18
72798C,1.65,7,11.55,United Kingdom,SET/4 GARDEN ROSE DINNER CANDLE,2010-12-01 17:35:00,2011-02-03 12:37:00,3,3,309,11.55
72799C,2.23,80,123.68,United Kingdom,PINK PILLAR CANDLE SILVER FLOCK,2011-01-23 10:15:00,2011-12-07 12:43:00,18,17,2,123.68
72799E,2.56,394,728.14,United Kingdom,IVORY PILLAR CANDLE SILVER FLOCK,2010-12-05 13:00:00,2011-12-08 15:54:00,50,43,0,728.14
72799F,2.93,128,368.0,United Kingdom,IVORY PILLAR CANDLE GOLD FLOCK,2010-12-05 13:00:00,2011-11-25 12:20:00,22,19,14,368.0
72800B,2.32,140,270.76,United Kingdom, 4 PURPLE FLOCK DINNER CANDLES,2010-12-01 12:49:00,2011-12-08 12:15:00,39,31,1,270.76
72800C,2.28,126,235.06,United Kingdom,4 PINK DINNER CANDLE SILVER FLOCK,2010-12-16 16:45:00,2011-12-08 12:15:00,32,26,1,235.06
72800D,2.55,86,219.3,United Kingdom,4 BLUE DINNER CANDLES SILVER FLOCK,2010-12-05 10:52:00,2011-11-28 13:37:00,30,20,10,219.3
72800E,2.32,453,921.39,United Kingdom,4 IVORY DINNER CANDLES SILVER FLOCK,2010-12-01 12:15:00,2011-12-09 10:20:00,102,62,0,921.39
72801C,1.24,138,163.38,United Kingdom,4 ROSE PINK DINNER CANDLES,2010-12-02 14:47:00,2011-12-08 19:24:00,14,13,0,163.38
72801D,1.25,58,72.5,United Kingdom,4 SKY BLUE DINNER CANDLES,2010-12-02 14:47:00,2011-12-08 19:24:00,12,10,0,72.5
72801G,1.25,55,68.75,United Kingdom,4 BURGUNDY WINE DINNER CANDLES,2010-12-06 12:06:00,2011-11-15 15:23:00,12,9,23,68.75
72802A,4.39,316,1275.92,United Kingdom,ROSE SCENT CANDLE IN JEWELLED BOX,2010-12-03 15:05:00,2011-12-01 11:18:00,57,44,8,1275.92
72802B,4.01,968,1749.94,United Kingdom,OCEAN SCENT CANDLE IN JEWELLED BOX,2010-12-03 15:10:00,2011-11-03 19:15:00,75,54,35,1749.94
72802C,4.04,1375,2545.37,United Kingdom,VANILLA SCENT CANDLE JEWELLED BOX,2010-12-01 11:45:00,2011-11-04 14:07:00,91,63,34,2545.37
72803A,4.16,530,722.5,United Kingdom,ROSE SCENT CANDLE JEWELLED DRAWER,2010-12-01 17:35:00,2011-11-06 11:55:00,41,30,33,722.5
72807A,4.23,340,1406.28,United Kingdom,SET/3 ROSE CANDLE IN JEWELLED BOX,2010-12-06 09:21:00,2011-11-23 15:44:00,68,53,15,1406.28
72807B,4.23,350,1443.5,United Kingdom,SET/3 OCEAN SCENT CANDLE JEWEL BOX,2010-12-03 15:10:00,2011-11-23 15:44:00,82,56,15,1443.5
72807C,4.23,669,2727.97,United Kingdom,SET/3 VANILLA SCENTED CANDLE IN BOX,2010-12-01 16:57:00,2011-11-23 15:44:00,112,83,15,2727.97
